household_id,state,sector_rural_urban,household_size,food_expenditure,education_expenditure,medical_expenditure,transport_expenditure,rent,fuel_light,clothing,durable_goods,total_monthly_expenditure,mpce
3980,West Bengal,Rural,3,8650,1750,1394,2239,1881,1734,1445,1201,20294,6764.67
3981,Karnataka,Rural,7,2562,613,1270,931,1947,358,601,1003,9285,1326.43
3982,Tamil Nadu,Urban,3,10628,6185,3479,4870,15616,2618,2140,1169,46705,15568.33
3983,Bihar,Rural,4,5187,3011,2868,2190,8,867,1073,2311,17515,4378.75
3984,Bihar,Urban,4,7279,4021,3626,3583,12163,2084,1317,3552,37625,9406.25
3985,Delhi,Rural,2,7826,1584,1089,2194,3319,1529,880,1407,19828,9914.0
3986,Maharashtra,Rural,4,2813,419,923,770,796,393,132,818,7064,1766.0
3987,Delhi,Urban,7,16495,4760,2703,5404,9114,4022,3361,1905,47764,6823.43
3988,Rajasthan,Urban,4,16929,6354,4861,5755,17808,3204,2678,2659,60248,15062.0
3989,Bihar,Rural,7,4002,965,1124,571,1323,569,453,1323,10330,1475.71
3990,Karnataka,Rural,8,6066,1076,1300,794,1785,1023,692,1100,13836,1729.5
3991,West Bengal,Urban,7,11568,4454,1772,4547,4609,1811,1885,3263,33909,4844.14
3992,Maharashtra,Urban,5,17213,3371,7584,4743,7497,3535,1430,6791,52164,10432.8
3993,Delhi,Urban,3,26622,6852,6369,3956,7252,2964,2835,7842,64692,21564.0
3994,Delhi,Rural,8,3235,805,601,752,836,602,775,1316,8922,1115.25
3995,Tamil Nadu,Rural,6,6040,1252,2663,2084,3354,1636,981,820,18830,3138.33
3996,Gujarat,Urban,4,16320,6146,5349,5411,8439,4094,3915,3858,53532,13383.0
3997,Uttar Pradesh,Rural,7,5085,927,1439,1709,3471,1306,538,1691,16166,2309.43
3998,Uttar Pradesh,Urban,7,11889,2240,4517,2750,3735,2991,2395,4767,35284,5040.57
3999,Karnataka,Rural,6,4684,1546,1199,1065,3590,712,755,1048,14599,2433.17
4000,Tamil Nadu,Rural,6,2485,1172,480,999,804,596,249,284,7069,1178.17
4001,Uttar Pradesh,Rural,6,2811,1249,665,1379,2991,870,278,1119,11362,1893.67
4002,Gujarat,Rural,3,5050,948,810,1743,1519,637,908,1270,12885,4295.0
4003,Maharashtra,Rural,6,8868,1973,1578,3023,2441,952,1130,1926,21891,3648.5
4004,Tamil Nadu,Rural,7,2046,1252,1013,505,982,632,511,285,7226,1032.29
4005,Karnataka,Urban,6,18759,8187,6629,8264,6543,2901,1183,3872,56338,9389.67
4006,Rajasthan,Rural,5,5728,999,779,2085,1914,1023,1114,1748,15390,3078.0
4007,Delhi,Rural,8,3996,1107,653,737,2861,635,265,510,10764,1345.5
4008,Maharashtra,Rural,7,2033,499,377,710,1071,557,269,589,6105,872.14
4009,Gujarat,Rural,2,5976,2097,692,1113,3484,1219,547,1927,17055,8527.5
4010,Delhi,Rural,3,2019,382,754,539,2912,260,153,335,7354,2451.33
4011,Maharashtra,Urban,8,4481,869,1069,1020,3308,1241,1174,943,14105,1763.12
4012,Karnataka,Rural,7,2675,1010,354,1034,2406,553,364,545,8941,1277.29
4013,Tamil Nadu,Rural,3,4227,1919,748,2093,3981,626,901,1326,15821,5273.67
4014,Kerala,Rural,3,6771,913,1938,1906,986,922,406,2307,16149,5383.0
4015,Rajasthan,Rural,6,2487,834,915,894,3027,659,528,987,10331,1721.83
4016,Bihar,Urban,4,9030,3326,4893,2035,13850,2749,1583,4905,42371,10592.75
4017,Gujarat,Urban,2,14281,3795,4223,4153,5345,3483,1601,6739,43620,21810.0
4018,Rajasthan,Rural,8,5001,1163,1132,2704,37,1186,1376,989,13588,1698.5
4019,Rajasthan,Rural,4,5521,3500,2157,1684,1138,1724,1449,2201,19374,4843.5
4020,West Bengal,Rural,7,4439,786,1655,976,1344,1486,1079,1540,13305,1900.71
4021,Kerala,Urban,7,11507,4793,4148,1821,5127,2610,1395,4072,35473,5067.57
4022,Maharashtra,Rural,3,3284,1407,1340,857,711,973,283,1708,10563,3521.0
4023,Delhi,Urban,4,16941,6229,7608,7361,4108,4026,3394,7689,57356,14339.0
4024,Gujarat,Urban,7,10943,2080,2448,3378,11133,2140,1474,1829,35425,5060.71
4025,Rajasthan,Rural,6,8144,2485,2460,1158,1313,1573,1033,1234,19400,3233.33
4026,Rajasthan,Urban,5,5884,2900,1560,2762,14734,1669,817,1548,31874,6374.8
4027,Kerala,Urban,2,9318,3744,1001,2201,4349,1746,652,2687,25698,12849.0
4028,Kerala,Rural,2,9029,2062,1197,1329,3778,1333,1198,2552,22478,11239.0
4029,Rajasthan,Rural,5,7237,2698,2146,2469,2505,1519,509,1949,21032,4206.4
4030,Delhi,Rural,5,2484,743,702,603,1145,865,591,1102,8235,1647.0
4031,Tamil Nadu,Rural,8,1940,793,612,662,690,546,310,720,6273,784.12
4032,Rajasthan,Urban,5,13756,3020,3511,4518,3210,2829,2363,3835,37042,7408.4
4033,Karnataka,Rural,3,4944,2419,2218,2079,1723,1339,655,1965,17342,5780.67
4034,Gujarat,Rural,3,4506,1500,1697,1816,2919,1239,696,1433,15806,5268.67
4035,West Bengal,Urban,8,9162,5024,2131,2382,7486,1968,1537,2419,32109,4013.62
4036,Uttar Pradesh,Rural,6,7085,2436,1581,2502,1934,1811,384,747,18480,3080.0
4037,Tamil Nadu,Urban,2,18287,4667,4086,5679,13610,2310,3481,1457,53577,26788.5
4038,Uttar Pradesh,Rural,5,3318,521,783,708,1022,616,443,1096,8507,1701.4
4039,Karnataka,Rural,8,3368,1270,800,1094,1548,695,289,397,9461,1182.62
4040,Bihar,Rural,3,4982,3406,2005,2683,731,1641,789,2697,18934,6311.33
4041,Rajasthan,Rural,5,3464,1561,598,1554,3956,953,331,370,12787,2557.4
4042,Rajasthan,Rural,2,5536,2135,1317,1015,2217,1167,849,502,14738,7369.0
4043,Uttar Pradesh,Urban,8,10628,4310,2011,3565,9012,1175,720,1538,32959,4119.88
4044,Gujarat,Rural,3,4780,2589,774,2152,659,682,862,901,13399,4466.33
4045,Rajasthan,Rural,4,2825,885,991,1367,2438,1057,497,1316,11376,2844.0
4046,Maharashtra,Urban,6,7753,3487,2112,3147,3738,2062,1645,1045,24989,4164.83
4047,Uttar Pradesh,Rural,4,3311,1088,782,601,535,620,288,861,8086,2021.5
4048,West Bengal,Urban,5,12077,2335,2967,2910,8770,3771,1610,2562,37002,7400.4
4049,Uttar Pradesh,Rural,8,6234,2057,2477,2916,1326,1719,1274,2985,20988,2623.5
4050,Tamil Nadu,Rural,7,4591,2081,1356,1732,3520,1132,379,1126,15917,2273.86
4051,Uttar Pradesh,Rural,5,8465,2303,2124,2706,3141,963,589,1450,21741,4348.2
4052,West Bengal,Rural,8,2811,1621,1258,631,3753,516,242,1357,12189,1523.62
4053,Rajasthan,Urban,2,17584,3366,6284,4518,9891,2004,1928,4497,50072,25036.0
4054,Gujarat,Rural,3,3160,1043,752,589,3443,525,293,1110,10915,3638.33
4055,Karnataka,Rural,7,6475,1929,718,1508,1960,844,1405,1510,16349,2335.57
4056,West Bengal,Rural,6,8282,3531,1998,1860,3534,1502,1184,2775,24666,4111.0
4057,Tamil Nadu,Urban,4,16978,7722,6030,5091,6384,3556,3299,6277,55337,13834.25
4058,Rajasthan,Urban,2,19066,3799,4675,4149,10683,2783,1769,6079,53003,26501.5
4059,Bihar,Urban,5,18239,4149,4106,4218,17776,3924,1677,6054,60143,12028.6
4060,Maharashtra,Urban,8,14698,4114,4235,5568,10138,3757,2644,6002,51156,6394.5
4061,Bihar,Rural,3,4261,1635,1883,1806,3692,728,690,1472,16167,5389.0
4062,Uttar Pradesh,Rural,7,8183,1708,734,1996,1421,1690,724,2610,19066,2723.71
4063,Bihar,Rural,3,2149,645,617,899,2812,310,389,749,8570,2856.67
4064,Tamil Nadu,Rural,3,3829,1300,1213,645,1373,951,229,1086,10626,3542.0
4065,Maharashtra,Rural,4,3998,1957,1224,1106,1908,507,765,1184,12649,3162.25
4066,Maharashtra,Urban,6,8361,4628,2100,3194,4738,1759,1593,1703,28076,4679.33
4067,Uttar Pradesh,Urban,8,9078,3448,3643,4592,6603,2739,930,1966,32999,4124.88
4068,Rajasthan,Rural,5,1897,509,428,524,983,311,240,737,5629,1125.8
4069,Kerala,Rural,7,2159,983,286,643,3148,487,342,834,8882,1268.86
4070,Uttar Pradesh,Rural,8,3193,1146,444,444,233,731,399,1029,7619,952.38
4071,Tamil Nadu,Urban,7,18819,5970,4532,3084,8103,4686,2097,7847,55138,7876.86
4072,Tamil Nadu,Urban,6,15566,3586,5506,5923,12452,4392,3486,6469,57380,9563.33
4073,Uttar Pradesh,Urban,3,14487,4331,3263,3163,10886,1914,2156,4046,44246,14748.67
4074,Kerala,Rural,4,2842,824,404,979,2329,618,320,393,8709,2177.25
4075,Karnataka,Urban,7,9259,1331,3160,2421,14460,1578,1538,2889,36636,5233.71
4076,Kerala,Rural,8,2918,1224,878,455,1432,596,228,240,7971,996.38
4077,West Bengal,Rural,6,5111,982,996,1901,1633,1314,563,1942,14442,2407.0
4078,Karnataka,Urban,7,14782,2948,1914,2823,3042,2334,1549,3477,32869,4695.57
4079,Tamil Nadu,Rural,3,3258,1253,1782,1385,3368,797,300,667,12810,4270.0
4080,Rajasthan,Rural,6,5415,1951,1124,2954,3053,852,1589,2204,19142,3190.33
4081,Delhi,Urban,8,21370,4555,5886,7268,11214,4196,2527,6049,63065,7883.12
4082,Uttar Pradesh,Rural,8,7625,1863,2760,2183,3670,941,1623,2639,23304,2913.0
4083,Gujarat,Rural,3,8711,2571,2405,1679,1288,1112,782,1401,19949,6649.67
4084,Gujarat,Urban,7,9939,2707,2932,2485,14813,1999,1956,3196,40027,5718.14
4085,Karnataka,Rural,7,3475,2147,1105,1458,3543,965,646,1789,15128,2161.14
4086,Rajasthan,Rural,6,5109,1199,724,1588,9,946,988,1767,12330,2055.0
4087,Gujarat,Urban,4,11258,3968,2620,3831,17713,1405,1302,3186,45283,11320.75
4088,Uttar Pradesh,Rural,6,4426,1113,754,903,1591,1192,684,995,11658,1943.0
4089,Delhi,Urban,8,16631,4187,3957,6366,7937,3072,1334,4127,47611,5951.38
4090,Gujarat,Rural,4,5722,3292,2986,3216,2634,1790,1272,2489,23401,5850.25
4091,Kerala,Urban,8,13244,2474,4056,4287,6705,3068,2405,2883,39122,4890.25
4092,Bihar,Urban,7,24682,8577,8076,3926,14777,4738,2189,6519,73484,10497.71
4093,Tamil Nadu,Urban,3,14936,4808,7448,5845,6454,3626,2921,7405,53443,17814.33
4094,Kerala,Urban,3,15001,3412,4326,2399,4139,3850,2491,2701,38319,12773.0
4095,Karnataka,Urban,6,10209,1727,2189,3133,6400,1873,1340,1230,28101,4683.5
4096,Tamil Nadu,Urban,8,15629,5086,3341,6722,3287,3835,2294,4894,45088,5636.0
4097,Gujarat,Rural,3,4686,726,485,1246,3004,565,399,1661,12772,4257.33
4098,Tamil Nadu,Urban,2,13705,4353,3411,3741,5952,2610,2294,3832,39898,19949.0
4099,Kerala,Rural,7,3833,766,798,857,2660,930,345,1565,11754,1679.14
4100,Bihar,Rural,7,5793,2110,1150,1966,2878,712,959,1331,16899,2414.14
4101,Gujarat,Rural,8,3427,715,582,1132,78,889,595,420,7838,979.75
4102,Bihar,Rural,3,2945,923,927,1207,2197,810,412,335,9756,3252.0
4103,Gujarat,Urban,3,8531,4160,1796,1748,8435,1354,1955,989,28968,9656.0
4104,Maharashtra,Rural,2,3054,668,1067,1089,1286,621,318,874,8977,4488.5
4105,Karnataka,Rural,5,3345,1440,1216,769,418,577,824,1316,9905,1981.0
4106,Maharashtra,Urban,5,13997,3565,3231,3447,12876,3581,898,1979,43574,8714.8
4107,Uttar Pradesh,Urban,2,6767,2525,1193,1477,4403,873,986,754,18978,9489.0
4108,Tamil Nadu,Urban,8,18673,7291,5074,3320,7640,3453,1345,2984,49780,6222.5
4109,West Bengal,Rural,7,4818,1361,1259,1375,2075,1107,883,1997,14875,2125.0
4110,Karnataka,Rural,3,7065,1166,1874,1620,2914,1100,910,1893,18542,6180.67
4111,Bihar,Rural,5,2299,607,655,447,2630,373,252,953,8216,1643.2
4112,West Bengal,Urban,2,12283,2114,2207,4991,11467,2559,2834,3613,42068,21034.0
4113,Tamil Nadu,Rural,7,4469,951,973,1579,3720,661,351,1170,13874,1982.0
4114,Bihar,Urban,5,7539,2604,1386,2164,8653,1416,1555,2603,27920,5584.0
4115,Maharashtra,Urban,2,9864,4797,4852,5042,6232,2984,1176,1960,36907,18453.5
4116,Delhi,Rural,6,4246,1247,1052,1720,2115,1091,855,938,13264,2210.67
4117,Gujarat,Urban,4,9874,1915,2067,2229,16318,1124,1648,1597,36772,9193.0
4118,Tamil Nadu,Urban,5,11770,2877,5138,5530,11469,2999,1609,2951,44343,8868.6
4119,Gujarat,Urban,8,14674,6070,4703,5079,10195,2811,3353,5975,52860,6607.5
4120,Uttar Pradesh,Urban,6,19213,5953,5767,4450,16393,2802,3181,5458,63217,10536.17
4121,Kerala,Rural,2,6643,1304,1975,1451,1212,955,482,2256,16278,8139.0
4122,Bihar,Rural,7,4600,1066,1183,1456,860,1095,440,1851,12551,1793.0
4123,Kerala,Urban,4,21531,4882,4873,4444,8748,3221,2910,5765,56374,14093.5
4124,Bihar,Rural,3,6158,2018,2705,2773,3845,1584,1121,1657,21861,7287.0
4125,West Bengal,Urban,6,12023,2808,5562,5532,8612,2135,1177,2938,40787,6797.83
4126,Tamil Nadu,Rural,3,5160,2350,1728,2168,766,650,404,583,13809,4603.0
4127,Gujarat,Urban,7,21818,4530,8220,8571,4973,2972,1301,1822,54207,7743.86
4128,Kerala,Rural,7,4651,2179,1213,1827,314,1165,731,1697,13777,1968.14
4129,West Bengal,Urban,5,11296,2053,4183,2042,4224,1763,1478,1306,28345,5669.0
4130,Gujarat,Rural,2,4724,1333,987,665,3667,987,472,657,13492,6746.0
4131,West Bengal,Urban,2,11056,3995,3252,1704,17107,1106,1454,2046,41720,20860.0
4132,Maharashtra,Urban,6,12766,3254,3727,1614,13743,1697,1726,3580,42107,7017.83
4133,Gujarat,Urban,7,10188,5859,1990,3345,12854,3337,1032,1620,40225,5746.43
4134,Maharashtra,Rural,4,6759,1788,2306,2646,1896,1729,950,1307,19381,4845.25
4135,Kerala,Urban,7,7302,4203,2149,3620,14562,1924,1912,3066,38738,5534.0
4136,Gujarat,Rural,5,2975,1379,921,914,485,412,741,1241,9068,1813.6
4137,Maharashtra,Urban,8,19381,8504,7590,4087,5098,4063,3371,3038,55132,6891.5
4138,Rajasthan,Urban,4,18621,7227,5008,3731,5278,3508,3165,4629,51167,12791.75
4139,Gujarat,Urban,2,13127,2595,3081,4975,4725,2136,3223,2429,36291,18145.5
4140,Kerala,Rural,4,4177,672,774,872,1503,797,313,1410,10518,2629.5
4141,Maharashtra,Rural,2,5830,2920,1177,1089,1281,1167,1280,1493,16237,8118.5
4142,Bihar,Rural,6,3769,1014,792,849,2450,843,489,1390,11596,1932.67
4143,Karnataka,Rural,5,2996,762,918,1130,727,813,465,1212,9023,1804.6
4144,Gujarat,Urban,8,17036,7386,3101,2347,9599,3757,1008,3647,47881,5985.12
4145,West Bengal,Rural,5,2566,557,374,556,1418,299,384,721,6875,1375.0
4146,Uttar Pradesh,Rural,4,6891,2564,1275,1238,2626,1619,1163,2358,19734,4933.5
4147,Maharashtra,Rural,6,4156,1592,1539,811,1325,764,566,1052,11805,1967.5
4148,West Bengal,Urban,8,10103,5113,3323,3289,8845,1677,854,5281,38485,4810.62
4149,Tamil Nadu,Urban,3,17127,6264,4136,3469,7890,4484,1755,2073,47198,15732.67
4150,Karnataka,Rural,6,3016,983,472,1043,2244,413,192,498,8861,1476.83
4151,Tamil Nadu,Rural,3,4922,964,965,2025,2372,1522,452,1748,14970,4990.0
4152,Kerala,Urban,8,23528,4855,2524,7734,3667,3266,1136,4749,51459,6432.38
4153,Gujarat,Rural,3,3773,645,904,1029,1031,543,237,1170,9332,3110.67
4154,Uttar Pradesh,Rural,2,3634,715,1339,746,2351,531,729,510,10555,5277.5
4155,Rajasthan,Rural,5,2009,722,510,950,3927,302,203,315,8938,1787.6
4156,Gujarat,Rural,5,2955,1265,585,1243,2015,717,256,1008,10044,2008.8
4157,Delhi,Rural,2,3805,1730,1217,1607,706,854,365,1510,11794,5897.0
4158,Kerala,Urban,7,17963,9900,3018,4250,14518,5243,3134,5448,63474,9067.71
4159,West Bengal,Rural,8,6864,2209,2496,2014,340,1362,681,2659,18625,2328.12
4160,Karnataka,Rural,5,5558,1573,1688,2315,3607,1049,1329,2883,20002,4000.4
4161,Bihar,Rural,2,2640,1514,1138,1018,89,481,338,1333,8551,4275.5
4162,Bihar,Urban,8,7339,1947,1652,3617,7403,1462,1518,3530,28468,3558.5
4163,Tamil Nadu,Urban,3,19697,5115,6455,2914,15413,3266,3904,7045,63809,21269.67
4164,Maharashtra,Rural,5,8295,3053,838,2821,1956,1119,1634,2906,22622,4524.4
4165,Karnataka,Rural,6,7225,1250,1467,2422,3628,757,902,1678,19329,3221.5
4166,Kerala,Rural,2,2928,1119,645,750,1179,544,468,616,8249,4124.5
4167,Bihar,Rural,2,6255,2469,1585,1125,806,783,815,912,14750,7375.0
4168,Maharashtra,Rural,2,1919,636,525,949,3184,534,158,578,8483,4241.5
4169,Tamil Nadu,Urban,4,25114,4732,7956,4111,7633,4268,2556,5749,62119,15529.75
4170,Kerala,Urban,7,17266,7981,7621,8588,11361,2782,1704,2037,59340,8477.14
4171,Kerala,Urban,3,25088,9233,8242,6916,10463,2786,3022,6619,72369,24123.0
4172,West Bengal,Urban,6,17615,4503,5647,2839,9365,2578,3874,4548,50969,8494.83
4173,West Bengal,Rural,4,8880,1337,2945,2552,3217,2067,1594,1635,24227,6056.75
4174,Delhi,Rural,3,6415,2591,760,2206,193,1173,332,1465,15135,5045.0
4175,Gujarat,Rural,3,9139,3320,3230,2227,1399,1613,1662,1687,24277,8092.33
4176,Delhi,Rural,5,2069,1180,1153,439,3997,684,268,417,10207,2041.4
4177,Bihar,Rural,6,6052,1845,2359,2046,840,797,692,2377,17008,2834.67
4178,Gujarat,Rural,4,3398,1299,1287,646,1179,1012,354,863,10038,2509.5
4179,Maharashtra,Rural,8,2299,1365,667,700,2464,519,206,591,8811,1101.38
4180,Bihar,Rural,7,2945,906,885,1069,561,662,554,502,8084,1154.86
4181,Rajasthan,Urban,7,9115,1964,1699,2583,5857,1944,1232,2641,27035,3862.14
4182,Bihar,Urban,4,10882,4778,4790,3950,14221,3107,2660,5135,49523,12380.75
4183,Karnataka,Urban,4,8630,4530,3219,1995,10195,1159,1034,953,31715,7928.75
4184,Uttar Pradesh,Urban,7,16405,2553,3070,1946,16468,2150,1986,5202,49780,7111.43
4185,Gujarat,Urban,3,12723,5177,6468,3001,6247,2525,3314,4744,44199,14733.0
4186,Tamil Nadu,Urban,5,10379,3021,2907,1444,3452,1285,1466,2255,26209,5241.8
4187,Tamil Nadu,Rural,3,2083,590,896,344,1672,520,277,480,6862,2287.33
4188,Rajasthan,Urban,5,14462,4571,4130,2373,11121,3967,2521,4370,47515,9503.0
4189,Uttar Pradesh,Urban,5,9901,3105,2246,3659,15145,2254,1530,1880,39720,7944.0
4190,Karnataka,Rural,6,5400,2124,2201,991,2179,1586,391,1700,16572,2762.0
4191,Maharashtra,Urban,7,18236,7997,7077,4130,5545,3387,1779,3882,52033,7433.29
4192,Rajasthan,Rural,7,3796,453,1208,615,3453,510,376,1226,11637,1662.43
4193,Bihar,Urban,4,12876,4573,5283,5355,5934,3311,2005,2802,42139,10534.75
4194,Delhi,Rural,2,3376,911,487,1417,544,745,249,867,8596,4298.0
4195,West Bengal,Rural,4,2848,1393,494,628,2093,652,630,1026,9764,2441.0
4196,Rajasthan,Rural,7,2638,653,1160,571,3769,712,278,1208,10989,1569.86
4197,Bihar,Rural,6,4667,1615,1065,715,1772,488,729,1291,12342,2057.0
4198,Delhi,Rural,8,2606,748,493,454,287,552,507,872,6519,814.88
4199,Rajasthan,Urban,4,5054,1152,2642,1983,3731,1615,949,1417,18543,4635.75
4200,Gujarat,Rural,4,3546,632,338,497,2555,766,201,598,9133,2283.25
4201,Tamil Nadu,Rural,5,8928,3194,1163,2748,1143,1332,722,2121,21351,4270.2
4202,Gujarat,Urban,4,10747,1915,3017,1735,8247,2406,1663,3457,33187,8296.75
4203,Bihar,Urban,6,19922,8098,3493,7423,4924,2794,3776,4803,55233,9205.5
4204,Delhi,Urban,5,11461,3784,3326,4446,17309,2193,1593,4978,49090,9818.0
4205,Delhi,Rural,3,8798,3187,2194,1563,1603,1592,1240,1281,21458,7152.67
4206,Maharashtra,Rural,7,8004,1225,748,1161,225,915,638,2329,15245,2177.86
4207,Uttar Pradesh,Rural,2,8263,999,2795,2439,2209,1267,1069,2779,21820,10910.0
4208,Maharashtra,Rural,2,4253,1330,762,1259,2919,548,568,797,12436,6218.0
4209,Uttar Pradesh,Urban,7,14162,8166,4930,4399,4838,3654,3393,1673,45215,6459.29
4210,Tamil Nadu,Rural,5,8168,3279,911,1051,2183,1024,1456,2350,20422,4084.4
4211,Kerala,Urban,3,7229,4310,1664,2208,4649,1353,2020,3232,26665,8888.33
4212,West Bengal,Rural,3,2887,788,596,1069,3356,327,454,611,10088,3362.67
4213,Tamil Nadu,Rural,5,2910,1405,1166,593,231,365,439,636,7745,1549.0
4214,Bihar,Rural,6,4242,2127,1444,2034,1627,744,586,2219,15023,2503.83
4215,Tamil Nadu,Rural,8,5603,1175,643,1676,1153,1136,735,1281,13402,1675.25
4216,Rajasthan,Rural,5,1977,759,926,876,1796,699,161,538,7732,1546.4
4217,West Bengal,Urban,7,12524,5212,4291,2510,15230,3362,3050,4000,50179,7168.43
4218,Rajasthan,Urban,3,16310,4303,6056,2623,9818,2651,2564,6134,50459,16819.67
4219,Karnataka,Rural,4,4721,2363,2153,765,1754,605,1064,685,14110,3527.5
4220,Kerala,Urban,4,15399,4569,5278,5505,7829,3481,3488,6412,51961,12990.25
4221,Gujarat,Rural,6,3859,758,860,934,1294,747,362,594,9408,1568.0
4222,Delhi,Rural,7,5595,1385,2599,1670,3708,1193,1146,741,18037,2576.71
4223,Karnataka,Rural,8,9462,1976,1328,1391,2031,1394,1524,2899,22005,2750.62
4224,Karnataka,Urban,7,5120,1468,2179,2138,17116,996,415,758,30190,4312.86
4225,Tamil Nadu,Urban,3,13611,3607,3678,6732,3167,4727,1725,2155,39402,13134.0
4226,Kerala,Rural,7,7247,3275,955,1170,2664,1130,1185,1029,18655,2665.0
4227,Karnataka,Rural,2,1885,1231,647,656,1620,688,495,584,7806,3903.0
4228,West Bengal,Rural,6,5313,1798,2411,2485,237,1677,1630,2080,17631,2938.5
4229,Tamil Nadu,Urban,5,12350,3172,5379,3552,12469,3738,2155,5431,48246,9649.2
4230,Tamil Nadu,Rural,2,5164,2150,1971,1071,2966,1295,499,918,16034,8017.0
4231,West Bengal,Urban,2,21682,6929,4952,3267,6209,4181,3115,6371,56706,28353.0
4232,Rajasthan,Urban,3,13994,2500,1691,4567,11419,2847,2088,1349,40455,13485.0
4233,Bihar,Rural,2,5959,1006,1276,1676,3396,882,311,580,15086,7543.0
4234,Rajasthan,Urban,8,15698,3758,2104,3218,17822,4590,1023,6065,54278,6784.75
4235,Gujarat,Urban,5,10781,2266,2724,2171,11970,1954,1556,2286,35708,7141.6
4236,Uttar Pradesh,Urban,7,14468,4296,5262,5651,3926,3064,1263,3492,41422,5917.43
4237,Bihar,Rural,5,9496,3890,2841,2326,1271,2096,672,2487,25079,5015.8
4238,West Bengal,Urban,4,6187,1889,2453,1369,9275,1712,1380,2089,26354,6588.5
4239,Rajasthan,Rural,7,5014,756,1457,1157,3939,1122,494,1369,15308,2186.86
4240,Gujarat,Rural,5,8540,1323,2176,2243,2670,1034,1592,1428,21006,4201.2
4241,West Bengal,Rural,5,7156,1482,951,1911,193,1100,1248,2133,16174,3234.8
4242,Delhi,Rural,6,6759,2432,1038,1941,1320,1353,862,2557,18262,3043.67
4243,Uttar Pradesh,Rural,4,4022,1293,1395,1432,1912,508,581,860,12003,3000.75
4244,Karnataka,Urban,7,10427,2842,2797,2570,11039,2805,1946,1939,36365,5195.0
4245,West Bengal,Urban,5,18226,9217,5417,8119,12235,2645,3449,7819,67127,13425.4
4246,Karnataka,Urban,5,26043,7793,6526,6898,4894,2495,2752,2314,59715,11943.0
4247,Maharashtra,Rural,4,4381,706,816,1277,1975,516,285,793,10749,2687.25
4248,Karnataka,Urban,8,7930,1307,2201,1442,11231,847,1344,1207,27509,3438.62
4249,Gujarat,Urban,2,17435,5469,4397,7329,8756,3125,1129,2660,50300,25150.0
4250,Tamil Nadu,Rural,8,5965,1154,817,1565,2021,1225,459,1567,14773,1846.62
4251,West Bengal,Urban,5,17524,2729,2682,2312,3472,2092,3213,2434,36458,7291.6
4252,Uttar Pradesh,Rural,4,3505,1354,696,1258,1291,866,226,421,9617,2404.25
4253,Kerala,Rural,3,6334,2146,2311,3180,2644,1875,1152,774,20416,6805.33
4254,Uttar Pradesh,Urban,3,10909,3458,1702,3913,14999,1553,2167,4277,42978,14326.0
4255,Rajasthan,Urban,4,8083,1519,3723,2472,15067,1415,711,2564,35554,8888.5
4256,Gujarat,Urban,4,14612,6965,5175,7511,7751,4314,2708,5559,54595,13648.75
4257,Karnataka,Rural,7,3325,1627,622,1696,1918,1208,836,1454,12686,1812.29
4258,Karnataka,Rural,3,3122,459,1318,480,1013,683,371,382,7828,2609.33
4259,West Bengal,Urban,7,25084,4685,2883,7270,11981,3713,4043,7479,67138,9591.14
4260,Uttar Pradesh,Urban,2,13288,4341,2717,2656,14589,3105,976,1344,43016,21508.0
4261,Uttar Pradesh,Rural,2,6351,2824,758,1694,303,851,975,2492,16248,8124.0
4262,Maharashtra,Urban,5,17246,2272,2556,2569,16057,1951,2758,3501,48910,9782.0
4263,West Bengal,Rural,5,4948,1382,586,813,2562,1144,686,637,12758,2551.6
4264,Kerala,Urban,7,21632,5277,2922,5385,17013,5094,2845,4707,64875,9267.86
4265,West Bengal,Rural,5,7737,1839,1308,1370,2662,1052,513,1698,18179,3635.8
4266,West Bengal,Rural,5,4738,722,1127,1329,2433,607,828,992,12776,2555.2
4267,Kerala,Rural,2,7140,1599,1510,2167,1636,931,905,2159,18047,9023.5
4268,Uttar Pradesh,Urban,2,18526,7311,2783,6977,11792,4018,4293,5907,61607,30803.5
4269,Bihar,Urban,3,12685,2696,4654,5055,9719,3317,1954,4831,44911,14970.33
4270,West Bengal,Urban,2,9363,2268,3296,2980,13652,2430,809,1404,36202,18101.0
4271,Bihar,Rural,2,5073,2124,1612,656,719,754,497,696,12131,6065.5
4272,Delhi,Rural,7,3710,1270,824,1292,697,811,404,1495,10503,1500.43
4273,Kerala,Urban,2,8391,4500,3271,3903,12621,1701,2030,2567,38984,19492.0
4274,Maharashtra,Rural,7,4412,1195,656,1469,3692,544,726,505,13199,1885.57
4275,Kerala,Rural,6,5164,1856,1986,2659,2852,1047,788,1537,17889,2981.5
4276,Rajasthan,Urban,2,6483,1980,1104,1646,11408,1489,774,740,25624,12812.0
4277,Gujarat,Urban,7,14177,4232,2859,3459,5837,2191,2416,2761,37932,5418.86
4278,West Bengal,Urban,6,24155,10267,5318,5106,13601,4161,4435,8845,75888,12648.0
4279,Rajasthan,Urban,5,15103,4894,2175,3304,15557,3193,2095,3174,49495,9899.0
4280,Gujarat,Rural,8,5142,1286,1685,876,122,650,798,1837,12396,1549.5
4281,Tamil Nadu,Urban,3,10984,3315,5713,5233,14073,2432,3103,3943,48796,16265.33
4282,Karnataka,Urban,7,5680,2793,884,1802,12628,1052,565,1764,27168,3881.14
